word,bengaliMeaning,pronunciation,example,exampleBengali,difficulty,level,partOfSpeech,Type of sentence,Type of tense
Express,প্রকাশ করা,/ɪksprˈɛs/,The express will play a major role in the final decision.,চূড়ান্ত সিদ্ধান্তে প্রকাশ করা বড় ভূমিকা রাখবে।,Medium,IELTS Band 6-7,noun,Simple,Future Simple
Expression,অভিব্যক্তি,/ɪksprˈɛʃʌn/,"Because of the expression, the whole plan had to change.",অভিব্যক্তি-এর কারণে পুরো পরিকল্পনা বদলাতে হয়েছিল।,Hard,IELTS Band 7-9,noun,Complex,Past Simple
Extend,প্রসারিত করা,/ɪkstˈɛnd/,The article discusses the extend in great detail.,প্রবন্ধটিতে প্রসারিত করা নিয়ে বিস্তারিত আলোচনা করা হয়েছে।,Easy,IELTS Band 5-6,noun,Simple,Present Simple
Extension,সম্প্রসারণ,/ɪkstˈɛnʃʌn/,Scientists are still examining the extension closely.,বিজ্ঞানীরা এখনো সম্প্রসারণ খুব কাছ থেকে পর্যবেক্ষণ করছেন।,Medium,IELTS Band 6-7,noun,Simple,Present Continuous
Extract,নিষ্কাশন করা,/ˈɛkstrækt/,The extract was clearly explained in the report.,প্রতিবেদনে নিষ্কাশন করা বিষয়টি স্পষ্টভাবে ব্যাখ্যা করা হয়েছিল।,Medium,IELTS Band 6-7,noun,Simple,Past Simple
Facilities,সুবিধা,/fʌsˈɪlʌtiz/,Researchers have studied this facilities for many years.,গবেষকরা বহু বছর ধরে এই সুবিধা নিয়ে গবেষণা করেছেন।,Hard,IELTS Band 7-9,noun,Simple,Present Perfect
Fairly,মোটামুটি,/fˈɛrli/,He fairly explains difficult topics in class.,সে ক্লাসে কঠিন বিষয়গুলো মোটামুটি ব্যাখ্যা করে।,Easy,IELTS Band 5-6,adverb,Simple,Present Simple
Fancy,অভিনব,/fˈænsi/,Every student should understand the fancy before the exam.,পরীক্ষার আগে প্রতিটি শিক্ষার্থীর অভিনব সম্পর্কে বোঝা উচিত।,Easy,IELTS Band 5-6,noun,Simple,Present Simple
Fascination,মোহ,/fæsʌnˈeɪʃʌn/,The fascination will play a major role in the final decision.,চূড়ান্ত সিদ্ধান্তে মোহ বড় ভূমিকা রাখবে।,Hard,IELTS Band 7-9,noun,Simple,Future Simple
feat,কৃতিত্ব,/fˈit/,"Because of the feat, the whole plan had to change.",কৃতিত্ব-এর কারণে পুরো পরিকল্পনা বদলাতে হয়েছিল।,Easy,IELTS Band 5-6,noun,Complex,Past Simple
Festival,উৎসব,/fˈɛstʌvʌl/,The area has become increasingly festival in recent years.,সাম্প্রতিক বছরগুলোতে এলাকাটি ক্রমশ উৎসব হয়ে উঠেছে।,Medium,IELTS Band 6-7,adjective,Simple,Present Perfect
Flare,প্রসারণ,/flˈɛr/,Scientists are still examining the flare closely.,বিজ্ঞানীরা এখনো প্রসারণ খুব কাছ থেকে পর্যবেক্ষণ করছেন।,Easy,IELTS Band 5-6,noun,Simple,Present Continuous
Framework,কাঠামো,/frˈeɪmwɜrk/,The framework was clearly explained in the report.,প্রতিবেদনে কাঠামো বিষয়টি স্পষ্টভাবে ব্যাখ্যা করা হয়েছিল।,Medium,IELTS Band 6-7,noun,Simple,Past Simple
Gather,সংগ্রহ করা,/gˈæðɜr/,Researchers have studied this gather for many years.,গবেষকরা বহু বছর ধরে এই সংগ্রহ করা নিয়ে গবেষণা করেছেন।,Easy,IELTS Band 5-6,noun,Simple,Present Perfect
Generous,উদার,/dʒˈɛnɜrʌs/,"Although it looked generous, the plan actually worked.","যদিও এটি উদার মনে হয়েছিল, পরিকল্পনাটি আসলে কাজ করেছিল।",Medium,IELTS Band 6-7,adjective,Complex,Past Simple
Groundbreaking,যুগান্তকারী,/grˈaʊndbreɪkɪŋ/,"Because they groundbreakinged early, the project succeeded.","যেহেতু তারা আগেই যুগান্তকারী করেছিল, প্রকল্পটি সফল হয়েছিল।",Hard,IELTS Band 7-9,verb,Complex,Past Simple
Grubby,নোংরা,/grˈʌbi/,The grubby will play a major role in the final decision.,চূড়ান্ত সিদ্ধান্তে নোংরা বড় ভূমিকা রাখবে।,Easy,IELTS Band 5-6,noun,Simple,Future Simple
Guideline,নির্দেশিকা,/gˈaɪdlaɪn/,"Because of the guideline, the whole plan had to change.",নির্দেশিকা-এর কারণে পুরো পরিকল্পনা বদলাতে হয়েছিল।,Hard,IELTS Band 7-9,noun,Complex,Past Simple
Halt,সাময়িক বিরতি,/hˈɔlt/,The article discusses the halt in great detail.,প্রবন্ধটিতে সাময়িক বিরতি নিয়ে বিস্তারিত আলোচনা করা হয়েছে।,Easy,IELTS Band 5-6,noun,Simple,Present Simple
Handicraft,হস্তশিল্প,/hˈændikræft/,Scientists are still examining the handicraft closely.,বিজ্ঞানীরা এখনো হস্তশিল্প খুব কাছ থেকে পর্যবেক্ষণ করছেন।,Hard,IELTS Band 7-9,noun,Simple,Present Continuous
Handle,হ্যান্ডেল,/hˈændʌl/,The handle was clearly explained in the report.,প্রতিবেদনে হ্যান্ডেল বিষয়টি স্পষ্টভাবে ব্যাখ্যা করা হয়েছিল।,Easy,IELTS Band 5-6,noun,Simple,Past Simple
Harsh,কঠোর,/hˈɑrʃ/,Researchers have studied this harsh for many years.,গবেষকরা বহু বছর ধরে এই কঠোর নিয়ে গবেষণা করেছেন।,Easy,IELTS Band 5-6,noun,Simple,Present Perfect
Homely,সাধারণ,/hˈoʊmli/,He homely explains difficult topics in class.,সে ক্লাসে কঠিন বিষয়গুলো সাধারণ ব্যাখ্যা করে।,Easy,IELTS Band 5-6,adverb,Simple,Present Simple
Horticulture,উদ্যানবিদ্যা,/hˈɔrtɪkʌltʃɜr/,Every student should understand the horticulture before the exam.,পরীক্ষার আগে প্রতিটি শিক্ষার্থীর উদ্যানবিদ্যা সম্পর্কে বোঝা উচিত।,Hard,IELTS Band 7-9,noun,Simple,Present Simple
IELTS,শা + -,,The ielts will play a major role in the final decision.,চূড়ান্ত সিদ্ধান্তে শা + - বড় ভূমিকা রাখবে।,Easy,IELTS Band 5-6,noun,Simple,Future Simple
Illustrate,দৃষ্টান্ত দেওয়া,/ˈɪlʌstreɪt/,Experts have illustrated this issue for decades.,বিশেষজ্ঞরা কয়েক দশক ধরে এই বিষয়টি দৃষ্টান্ত দেওয়া করে আসছেন।,Hard,IELTS Band 7-9,verb,Simple,Present Perfect
Imagery,চিত্রকল্প,/ˈɪmʌdʒri/,The article discusses the imagery in great detail.,প্রবন্ধটিতে চিত্রকল্প নিয়ে বিস্তারিত আলোচনা করা হয়েছে।,Medium,IELTS Band 6-7,noun,Simple,Present Simple
Implications,প্রভাব,/ɪmplʌkˈeɪʃʌnz/,Scientists are still examining the implications closely.,বিজ্ঞানীরা এখনো প্রভাব খুব কাছ থেকে পর্যবেক্ষণ করছেন।,Hard,IELTS Band 7-9,noun,Simple,Present Continuous
Implicit,অন্তর্নিহিত,/ɪmplˈɪsʌt/,The implicit was clearly explained in the report.,প্রতিবেদনে অন্তর্নিহিত বিষয়টি স্পষ্টভাবে ব্যাখ্যা করা হয়েছিল।,Medium,IELTS Band 6-7,noun,Simple,Past Simple
Important,গুরুত্বপূর্ণ,/ɪmpˈɔrtʌnt/,"Because the situation was so important, everyone took notice.",পরিস্থিতিটি এতটাই গুরুত্বপূর্ণ ছিল যে সবাই লক্ষ্য করেছিল।,Medium,IELTS Band 6-7,adjective,Complex,Past Simple
Impress,প্রভাবিত করা,/ɪmprˈɛs/,"Although the impress seemed minor, it changed everything.","যদিও প্রভাবিত করা বিষয়টি সামান্য মনে হয়েছিল, এটি সবকিছু বদলে দিয়েছিল।",Medium,IELTS Band 6-7,noun,Complex,Past Simple
Inadequate,অপর্যাপ্ত,/ɪnˈædʌkwʌt/,She inadequated the problem before anyone noticed.,কেউ লক্ষ্য করার আগেই সে সমস্যাটি অপর্যাপ্ত করেছিল।,Hard,IELTS Band 7-9,verb,Simple,Past Simple
Incident,ঘটনা,/ˈɪnsʌdʌnt/,"Although it looked incident, the plan actually worked.","যদিও এটি ঘটনা মনে হয়েছিল, পরিকল্পনাটি আসলে কাজ করেছিল।",Medium,IELTS Band 6-7,adjective,Complex,Past Simple
Inclusion,অন্ত্ভূক্তি,/ɪnklˈuʒʌn/,"Because of the inclusion, the whole plan had to change.",অন্ত্ভূক্তি-এর কারণে পুরো পরিকল্পনা বদলাতে হয়েছিল।,Medium,IELTS Band 6-7,noun,Complex,Past Simple
Indeed,প্রকৃতপক্ষে,/ɪndˈid/,The team is indeeding new ways to solve it.,দলটি এটি সমাধানের নতুন উপায় প্রকৃতপক্ষে করছে।,Easy,IELTS Band 5-6,verb,Simple,Present Continuous
Induction,প্রবর্তন,/ɪndˈʌkʃʌn/,Scientists are still examining the induction closely.,বিজ্ঞানীরা এখনো প্রবর্তন খুব কাছ থেকে পর্যবেক্ষণ করছেন।,Medium,IELTS Band 6-7,noun,Simple,Present Continuous
Industrial,শিল্প,/ɪndˈʌstriʌl/,The result was extremely industrial.,ফলাফলটি অত্যন্ত শিল্প ছিল।,Hard,IELTS Band 7-9,adjective,Simple,Past Simple
Inexperienced,অনভিজ্ঞ,/ɪnɪkspˈɪriʌnst/,They inexperienced this issue every single day.,তারা প্রতিদিন এই বিষয়টি অনভিজ্ঞ করে।,Hard,IELTS Band 7-9,verb,Simple,Present Simple
